,Target.name
LRRC18,LRRC18
RBX1,RBX1
SNX32,SNX32
WFS1,WFS1
ANKRD49,ANKRD49
ORMDL2,ORMDL2
IL36G,IL36G
KRT23,KRT23
BTN2A1,BTN2A1
MIR924HG,MIR924HG
CD48,CD48
DLG4,DLG4
STAM2,STAM2
HUWE1,HUWE1
HESX1,HESX1
SLCO1B1,SLCO1B1
GNG12,GNG12
BICC1,BICC1
BATF,BATF
DYNLL1,DYNLL1
KMT2C,KMT2C
SLC6A8,SLC6A8
L3MBTL4,L3MBTL4
PPARGC1A,PPARGC1A
GABRA6,GABRA6
OLR1,OLR1
GGT7,GGT7
KLRC4,KLRC4
SCNN1G,SCNN1G
S100A12,S100A12
NMB,NMB
MAP4K2,MAP4K2
EVI2A,EVI2A
HHEX,HHEX
STXBP1,STXBP1
MAFG,MAFG
ADCY7,ADCY7
SLC35A4,SLC35A4
FCGR3B,FCGR3B
MCHR1,MCHR1
CCRL2,CCRL2
ADGRA2,ADGRA2
HBE1,HBE1
SATB2,SATB2
SLC5A3,SLC5A3
SPOP,SPOP
UCK2,UCK2
IFNA10,IFNA10
PCDH17,PCDH17
PLA2G12A,PLA2G12A
FERMT3,FERMT3
TADA2A,TADA2A
NR2F2,NR2F2
TNFSF15,TNFSF15
ZNF223,ZNF223
SPRY1,SPRY1
HSPB8,HSPB8
CILP,CILP
ZKSCAN4,ZKSCAN4
MSX1,MSX1
HMOX2,HMOX2
RBP1,RBP1
SEC14L1,SEC14L1
URB2,URB2
PIAS1,PIAS1
RHOU,RHOU
THEMIS,THEMIS
GTF2F1,GTF2F1
NCK1-DT,NCK1-DT
LARS2,LARS2
TAF9,TAF9
PPP1CA,PPP1CA
ZNF85,ZNF85
VNN3,VNN3
LIPT1,LIPT1
RPS6KB1,RPS6KB1
ACSS1,ACSS1
H3C8,H3C8
KIF19,KIF19
SIGLEC6,SIGLEC6
PIP5K1A,PIP5K1A
PRKACB,PRKACB
TRAPPC3L,TRAPPC3L
TFF2,TFF2
CHMP1A,CHMP1A
NFE2L1,NFE2L1
ABCB6,ABCB6
MAFF,MAFF
P2RY4,P2RY4
CLCN6,CLCN6
GNGT2,GNGT2
GRIA3,GRIA3
APAF1,APAF1
EDEM1,EDEM1
OPA1,OPA1
CD200R1,CD200R1
C6orf223,C6orf223
MAP3K7CL,MAP3K7CL
TPK1,TPK1
PRSS42P,PRSS42P
CFHR1,CFHR1
HSD11B2,HSD11B2
SAP30,SAP30
UTS2R,UTS2R
EOMES,EOMES
RAB33A,RAB33A
PLS1,PLS1
GMPS,GMPS
IL23A,IL23A
IMPDH2,IMPDH2
RRP9,RRP9
AIFM1,AIFM1
PICALM,PICALM
CD33,CD33
TUBA8,TUBA8
ARHGEF3,ARHGEF3
SASH3,SASH3
OR2L13,OR2L13
P2RY8,P2RY8
SRM,SRM
CXXC5,CXXC5
SIGLEC10,SIGLEC10
RELN,RELN
APEX1,APEX1
KAT7,KAT7
AP5Z1,AP5Z1
METTL24,METTL24
CD300C,CD300C
NAB1,NAB1
DIO1,DIO1
XYLB,XYLB
NAT1,NAT1
RSU1,RSU1
SLC1A6,SLC1A6
CSPG4,CSPG4
PIP5K1C,PIP5K1C
PRDM7,PRDM7
PIK3R1,PIK3R1
PSMA1,PSMA1
SPATA8,SPATA8
LGR4,LGR4
RXYLT1,RXYLT1
COX4I1,COX4I1
SLC35C1,SLC35C1
ASMTL,ASMTL
CDC42SE1,CDC42SE1
EPO,EPO
SRGAP2,SRGAP2
TMEM174,TMEM174
DCANP1,DCANP1
RNF17,RNF17
ELAC2,ELAC2
NPY1R,NPY1R
CD70,CD70
C2orf78,C2orf78
CEL,CEL
NCR1,NCR1
ZWINT,ZWINT
ATG4B,ATG4B
ANGPT1,ANGPT1
ITPA,ITPA
ICAM4,ICAM4
TRIM22,TRIM22
P2RY13,P2RY13
PHACTR2,PHACTR2
MAP3K15,MAP3K15
CAMSAP2,CAMSAP2
HSBP1,HSBP1
C2CD5,C2CD5
ACTR3,ACTR3
NAF1,NAF1
SLC5A8,SLC5A8
CDH2,CDH2
RPS17,RPS17
CHRM3,CHRM3
MIEF1,MIEF1
RBBP7,RBBP7
ADAT1,ADAT1
TMEM158,TMEM158
BRF1,BRF1
PSMD10,PSMD10
HDAC5,HDAC5
SMARCAL1,SMARCAL1
SIPA1L2,SIPA1L2
SLITRK3,SLITRK3
MAPK12,MAPK12
GJD4,GJD4
CD320,CD320
LEPR,LEPR
LRRC41,LRRC41
PCDHA10,PCDHA10
GATAD2A,GATAD2A
CHSY3,CHSY3
ZNF684,ZNF684
TATDN2,TATDN2
CCL22,CCL22
DENR,DENR
IDE,IDE
TAAR9,TAAR9
TIMM8A,TIMM8A
DLGAP5,DLGAP5
ACSL3,ACSL3
ATP1A3,ATP1A3
PUF60,PUF60
PCSK9,PCSK9
ZNF79,ZNF79
NDUFA2,NDUFA2
CD8B,CD8B
VAPB,VAPB
CLNK,CLNK
NRXN3,NRXN3
GALT,GALT
LAIR2,LAIR2
PIK3AP1,PIK3AP1
BTNL3,BTNL3
HINT3,HINT3
MFHAS1,MFHAS1
MAPK1,MAPK1
ACKR1,ACKR1
TNFSF11,TNFSF11
TRAF6,TRAF6
ATP5MG,ATP5MG
MED4,MED4
TEX101,TEX101
EHF,EHF
DTHD1,DTHD1
GMPR,GMPR
POFUT1,POFUT1
ENTPD1,ENTPD1
ZNF143,ZNF143
MMRN1,MMRN1
TLCD3A,TLCD3A
LBX2-AS1,LBX2-AS1
HLA-DQA1,HLA-DQA1
UBE2C,UBE2C
UIMC1,UIMC1
TMC8,TMC8
HIBCH,HIBCH
MAST1,MAST1
CFP,CFP
TSLP,TSLP
CHRND,CHRND
RBM22,RBM22
SIRT6,SIRT6
SELP,SELP
ARHGAP25,ARHGAP25
FGF14,FGF14
ARAF,ARAF
L1CAM,L1CAM
RNFT1,RNFT1
XPO1,XPO1
ZNF624,ZNF624
PKIA,PKIA
CCDC77,CCDC77
ACAT2,ACAT2
RAE1,RAE1
MTNR1B,MTNR1B
CD300A,CD300A
ALDH5A1,ALDH5A1
IL15,IL15
SARS1,SARS1
ZNF75D,ZNF75D
ZNF649,ZNF649
NIN,NIN
PRKAB2,PRKAB2
CFHR3,CFHR3
SIM2,SIM2
ITGA1,ITGA1
HMGN4,HMGN4
GHR,GHR
AMIGO3,AMIGO3
MAP4K1,MAP4K1
CHKA,CHKA
UGDH,UGDH
NCKIPSD,NCKIPSD
CEBPE,CEBPE
RAB11FIP3,RAB11FIP3
SOCS5,SOCS5
ZNF672,ZNF672
ZNF207,ZNF207
WARS2,WARS2
HNF1A,HNF1A
GYG1,GYG1
ANAPC5,ANAPC5
RB1,RB1
CASS4,CASS4
KDM3A,KDM3A
PITPNM2,PITPNM2
MYCL,MYCL
ZC3H4,ZC3H4
KLF11,KLF11
JSRP1,JSRP1
GPR107,GPR107
DEPTOR,DEPTOR
SGF29,SGF29
OXSR1,OXSR1
CD4,CD4
OPRM1,OPRM1
PADI4,PADI4
TTC38,TTC38
SIPA1L1,SIPA1L1
LRGUK,LRGUK
SMCO4,SMCO4
TAPT1-AS1,TAPT1-AS1
GZMH,GZMH
ACAT1,ACAT1
DDX10,DDX10
NFKBIZ,NFKBIZ
ARNT,ARNT
ELK3,ELK3
KLK3,KLK3
TAF15,TAF15
MAP3K10,MAP3K10
CUTALP,CUTALP
KCTD5,KCTD5
MSI1,MSI1
ZNF23,ZNF23
TGFB1,TGFB1
THBS3,THBS3
POR,POR
DDX39B,DDX39B
FNIP1,FNIP1
SSTR3,SSTR3
NUMB,NUMB
ZNF366,ZNF366
ASCL4,ASCL4
TMEM104,TMEM104
ABCF3,ABCF3
KCND2,KCND2
SLC7A1,SLC7A1
FGFRL1,FGFRL1
H2AC6,H2AC6
NR2F2-AS1,NR2F2-AS1
NEDD4,NEDD4
S100B,S100B
SEMA3E,SEMA3E
EML4,EML4
TST,TST
THAP7-AS1,THAP7-AS1
PRRX1,PRRX1
CTRC,CTRC
SYT11,SYT11
ABCA8,ABCA8
CCL4L2,CCL4L2
GPATCH1,GPATCH1
ASAP1,ASAP1
PISD,PISD
NLRC3,NLRC3
CDK20,CDK20
ZNF205,ZNF205
TXK,TXK
P2RX1,P2RX1
DLG5,DLG5
PYCARD,PYCARD
ST13,ST13
RTL8C,RTL8C
TRAPPC3,TRAPPC3
TBX5-AS1,TBX5-AS1
MMP24OS,MMP24OS
MAGEB6,MAGEB6
ADCY2,ADCY2
CERS2,CERS2
FBXW7,FBXW7
CBX6,CBX6
RNF166,RNF166
SIRT4,SIRT4
MMACHC,MMACHC
INAVA,INAVA
IFNA2,IFNA2
BTN1A1,BTN1A1
SEMA3F,SEMA3F
SLC25A13,SLC25A13
CALY,CALY
CLEC4C,CLEC4C
GLO1,GLO1
NTSR1,NTSR1
HORMAD2,HORMAD2
ZNF460,ZNF460
ALMS1,ALMS1
SPR,SPR
STX11,STX11
H19,H19
GJB6,GJB6
ALPK2,ALPK2
IGSF8,IGSF8
MTA1,MTA1
KHDC4,KHDC4
ZNF787,ZNF787
MIRLET7BHG,MIRLET7BHG
XK,XK
SDK1,SDK1
C1orf162,C1orf162
RPL37A,RPL37A
ADAMTS5,ADAMTS5
IREB2,IREB2
PEX11A,PEX11A
PRKAG2-AS1,PRKAG2-AS1
ZNRD2,ZNRD2
TRIM55,TRIM55
IFI27,IFI27
VN1R4,VN1R4
ZNF391,ZNF391
PSMG1,PSMG1
IFI6,IFI6
IL12A,IL12A
MEIS2,MEIS2
MAP3K4,MAP3K4
MDFIC,MDFIC
TMOD4,TMOD4
CUL2,CUL2
CDK5R2,CDK5R2
TAZ,TAZ
DALRD3,DALRD3
ADSS2,ADSS2
RPL39L,RPL39L
AXIN2,AXIN2
ZNF136,ZNF136
SEMA3B,SEMA3B
CDK5R1,CDK5R1
ACTN1,ACTN1
DDC,DDC
MTHFR,MTHFR
GNA13,GNA13
BANK1,BANK1
TMEM131L,TMEM131L
ADAM30,ADAM30
LYAR,LYAR
SPTA1,SPTA1
EDAR,EDAR
GABPB1,GABPB1
VGLL3,VGLL3
NR2C1,NR2C1
ZBTB5,ZBTB5
NPC1L1,NPC1L1
DHX29,DHX29
ZNF785,ZNF785
CCDC92,CCDC92
CXCR6,CXCR6
ZNF530,ZNF530
BMF,BMF
IL20,IL20
NDUFA7,NDUFA7
STING1,STING1
ZNF697,ZNF697
KSR2,KSR2
EFCAB14,EFCAB14
CLDN1,CLDN1
HIC2,HIC2
PADI2,PADI2
GRIN3A,GRIN3A
ATP1A1-AS1,ATP1A1-AS1
ENPP2,ENPP2
DDAH2,DDAH2
ADGRD1,ADGRD1
CCL24,CCL24
KLHL12,KLHL12
PPCDC,PPCDC
CCDC62,CCDC62
CD3E,CD3E
PDE4DIP,PDE4DIP
HNRNPM,HNRNPM
PDE3B,PDE3B
IGSF3,IGSF3
RXFP4,RXFP4
ZNF622,ZNF622
ASPHD1,ASPHD1
TRPC3,TRPC3
BMI1,BMI1
DCLK1,DCLK1
LMO4,LMO4
HLA-DRA,HLA-DRA
SHF,SHF
TNFSF14,TNFSF14
IRF5,IRF5
ZNF668,ZNF668
ZFP36L2,ZFP36L2
C12orf66,C12orf66
ABCF1,ABCF1
CLEC4E,CLEC4E
RNH1,RNH1
AKAP8,AKAP8
PDS5A,PDS5A
TAL2,TAL2
SRSF8,SRSF8
WASF3,WASF3
DET1,DET1
SSTR1,SSTR1
FBXO32,FBXO32
JAM2,JAM2
NKX2-5,NKX2-5
C10orf55,C10orf55
FKBP1A,FKBP1A
RPP40,RPP40
ZNF322,ZNF322
DHPS,DHPS
NXF1,NXF1
GNAZ,GNAZ
ATP13A3,ATP13A3
G6PC2,G6PC2
SULT2A1,SULT2A1
NDUFA5,NDUFA5
ARHGAP18,ARHGAP18
CDC37,CDC37
H2AC12,H2AC12
ZNF639,ZNF639
TMEM97,TMEM97
PCGF5,PCGF5
ALB,ALB
BUB1,BUB1
GOLGA5,GOLGA5
DNAJB2,DNAJB2
MCM10,MCM10
UBC,UBC
TIAM2,TIAM2
NPHP4,NPHP4
AKTIP,AKTIP
IQSEC1,IQSEC1
TUBB6,TUBB6
BAZ1B,BAZ1B
FPGT-TNNI3K,FPGT-TNNI3K
PSMA3,PSMA3
NDUFB10,NDUFB10
STMN4,STMN4
CIB1,CIB1
TRPM7,TRPM7
TNFRSF18,TNFRSF18
GPC4,GPC4
PWP1,PWP1
LTB4R2,LTB4R2
FCAR,FCAR
MYCBP,MYCBP
PKDCC,PKDCC
SLC6A1,SLC6A1
MXRA7,MXRA7
ADGRF4,ADGRF4
SGCB,SGCB
SLC2A4,SLC2A4
RIMS3,RIMS3
CCNC,CCNC
CHAF1B,CHAF1B
CARD9,CARD9
ZNF669,ZNF669
BUD13,BUD13
INKA1,INKA1
ACD,ACD
CGA,CGA
B4GALT1,B4GALT1
CTHRC1,CTHRC1
PAX6,PAX6
NAGA,NAGA
STC1,STC1
PSG9,PSG9
PTPN2,PTPN2
PRDX2,PRDX2
DIDO1,DIDO1
CACNA1H,CACNA1H
ZFP36L1,ZFP36L1
TNFRSF21,TNFRSF21
PMF1,PMF1
IL17F,IL17F
CARMIL2,CARMIL2
TERT,TERT
IGSF6,IGSF6
CASP7,CASP7
PRKAB1,PRKAB1
ABCC10,ABCC10
RAPGEF3,RAPGEF3
MACROH2A2,MACROH2A2
AKT1,AKT1
FZD5,FZD5
GFER,GFER
FCRL1,FCRL1
BCAP31,BCAP31
GFRA1,GFRA1
SMAD3,SMAD3
SLC27A3,SLC27A3
ERGIC1,ERGIC1
SLA2,SLA2
ZNF345,ZNF345
DGKK,DGKK
PSEN1,PSEN1
KBTBD8,KBTBD8
PLCG1,PLCG1
MCCC1,MCCC1
OGFR,OGFR
TDRD9,TDRD9
SNHG17,SNHG17
MAOA,MAOA
MYC,MYC
PLA2G2E,PLA2G2E
DBH,DBH
CRB1,CRB1
DDR2,DDR2
TSC1,TSC1
SRSF2,SRSF2
PGM1,PGM1
ZNF24,ZNF24
ACTA2,ACTA2
ELF1,ELF1
LAT,LAT
HLX,HLX
HTR1D,HTR1D
KCNA3,KCNA3
ZFYVE19,ZFYVE19
ASXL1,ASXL1
RENBP,RENBP
NOP10,NOP10
SERPINA1,SERPINA1
ACAN,ACAN
PANK1,PANK1
PCDHGB1,PCDHGB1
GMDS,GMDS
PMVK,PMVK
NEK3,NEK3
ARRDC5,ARRDC5
HMGCL,HMGCL
DEPDC1,DEPDC1
COL4A2,COL4A2
SUPT16H,SUPT16H
IL21,IL21
LACC1,LACC1
ALDOA,ALDOA
AGMAT,AGMAT
KPNA3,KPNA3
ATF2,ATF2
SMARCA1,SMARCA1
SETD7,SETD7
APOBEC3H,APOBEC3H
SAMD4B,SAMD4B
LDHC,LDHC
ITFG1,ITFG1
KCNC2,KCNC2
MED11,MED11
RBP3,RBP3
GRK1,GRK1
GJA4,GJA4
RGL1,RGL1
SNAI3,SNAI3
NEUROG1,NEUROG1
ENPP3,ENPP3
GAL3ST2,GAL3ST2
CCR4,CCR4
CIRBP,CIRBP
ENO1,ENO1
DMAC2L,DMAC2L
G3BP2,G3BP2
FEZF2,FEZF2
FER,FER
TLR3,TLR3
IFNGR2,IFNGR2
ZNF432,ZNF432
CBX8,CBX8
UBE2J1,UBE2J1
SPI1,SPI1
STK31,STK31
DUOXA2,DUOXA2
RAVER1,RAVER1
MSRB2,MSRB2
CARM1,CARM1
PAICS,PAICS
DOK1,DOK1
RASAL3,RASAL3
MEF2A,MEF2A
RPL23,RPL23
HIPK2,HIPK2
ESD,ESD
H1-6,H1-6
TNFSF9,TNFSF9
AMY2A,AMY2A
MTHFD1,MTHFD1
PRPF4B,PRPF4B
ZBTB1,ZBTB1
UBE2D1,UBE2D1
RAB1B,RAB1B
KIF5B,KIF5B
FYN,FYN
GSK3B,GSK3B
SCN10A,SCN10A
ZNF285,ZNF285
ZNF677,ZNF677
YES1,YES1
NPR1,NPR1
GJB4,GJB4
LGALS1,LGALS1
RHOH,RHOH
SATB1,SATB1
HMMR,HMMR
ADPGK,ADPGK
CCDC122,CCDC122
ANGPTL2,ANGPTL2
DUOX2,DUOX2
ZNF335,ZNF335
ADORA1,ADORA1
ERF,ERF
PHOSPHO1,PHOSPHO1
UBD,UBD
RGS19,RGS19
FKBP14,FKBP14
ZNF564,ZNF564
CETN2,CETN2
FOXJ2,FOXJ2
HDAC4,HDAC4
DTNA,DTNA
LPAR3,LPAR3
DCPS,DCPS
ST8SIA6,ST8SIA6
SIPA1L3,SIPA1L3
SPIRE2,SPIRE2
INHBC,INHBC
SNX7,SNX7
GANC,GANC
DHFRP1,DHFRP1
RPS3A,RPS3A
ARHGEF25,ARHGEF25
SLC5A11,SLC5A11
GCK,GCK
ZKSCAN3,ZKSCAN3
SYNCRIP,SYNCRIP
PDE2A,PDE2A
ZNF394,ZNF394
PCSK7,PCSK7
EPHA6,EPHA6
GNB4,GNB4
NCL,NCL
HTR4,HTR4
GALR2,GALR2
SLC15A1,SLC15A1
PPARD,PPARD
GCFC2,GCFC2
DNMT3L,DNMT3L
MEX3D,MEX3D
WWP2,WWP2
IRAK3,IRAK3
FBXO11,FBXO11
HNF4A,HNF4A
RELB,RELB
PAX7,PAX7
PAK3,PAK3
NCOA2,NCOA2
PDGFD,PDGFD
MTA3,MTA3
IFNA16,IFNA16
NUCKS1,NUCKS1
JAG1,JAG1
NME1,NME1
NR5A2,NR5A2
RBM15B,RBM15B
TRPC6,TRPC6
HMGB1,HMGB1
ZXDC,ZXDC
CSNK2A2,CSNK2A2
FAM220A,FAM220A
IKBKE,IKBKE
RETREG1,RETREG1
HFE,HFE
MALT1,MALT1
MMP19,MMP19
PRRT2,PRRT2
ILF2,ILF2
EAPP,EAPP
NELFA,NELFA
LRAT,LRAT
CDK7,CDK7
FMR1,FMR1
MSRB1,MSRB1
PIK3R5,PIK3R5
EPHA3,EPHA3
H3C2,H3C2
MXI1,MXI1
ASH2L,ASH2L
PORCN,PORCN
NME5,NME5
DPH2,DPH2
RASSF2,RASSF2
SEMA6C,SEMA6C
CASC15,CASC15
ISX,ISX
SOD2,SOD2
NR0B1,NR0B1
ZNF266,ZNF266
NSDHL,NSDHL
C2CD2,C2CD2
FOXD4L3,FOXD4L3
MEF2B,MEF2B
SIRPB1,SIRPB1
ROBO3,ROBO3
TCEAL3,TCEAL3
KCNA4,KCNA4
ITGB8,ITGB8
CYP2F1,CYP2F1
BMP1,BMP1
CCR8,CCR8
MICALL1,MICALL1
TUBA1B,TUBA1B
NEFM,NEFM
ZNF503,ZNF503
STAM,STAM
UTP11,UTP11
MYLK,MYLK
CEACAM6,CEACAM6
MCF2L-AS1,MCF2L-AS1
IBTK,IBTK
L3MBTL3,L3MBTL3
TSSK1B,TSSK1B
BTN3A3,BTN3A3
PLXNA3,PLXNA3
VNN2,VNN2
CSNK1G3,CSNK1G3
SH3RF2,SH3RF2
ALG13,ALG13
CLEC4G,CLEC4G
BCKDHA,BCKDHA
ARHGDIA,ARHGDIA
UGT1A6,UGT1A6
ADGRA3,ADGRA3
SCNN1D,SCNN1D
TACSTD2,TACSTD2
SMARCA4,SMARCA4
CYBB,CYBB
XRCC6,XRCC6
PPFIBP2,PPFIBP2
CALCR,CALCR
YTHDC1,YTHDC1
GSTA5,GSTA5
RHCE,RHCE
KBTBD4,KBTBD4
PTPRC,PTPRC
IRF3,IRF3
OSR2,OSR2
PTK7,PTK7
TNFRSF13B,TNFRSF13B
CALB1,CALB1
USP20,USP20
ACE,ACE
CAMK2A,CAMK2A
PIGL,PIGL
SAMD8,SAMD8
NIPBL,NIPBL
PRKCQ,PRKCQ
EXOC2,EXOC2
TXNRD1,TXNRD1
ICAM1,ICAM1
STK3,STK3
HRH3,HRH3
SYNE2,SYNE2
SERPINB2,SERPINB2
MTFR1,MTFR1
UBE3C,UBE3C
EPB41L4B,EPB41L4B
HHLA2,HHLA2
FAT4,FAT4
CRH,CRH
TNFAIP6,TNFAIP6
CAB39,CAB39
NTAN1,NTAN1
NOTCH2NLA,NOTCH2NLA
ZNF426,ZNF426
STKLD1,STKLD1
TLR8,TLR8
RYBP,RYBP
PRKD1,PRKD1
COX6B2,COX6B2
TMEM9,TMEM9
ZRSR2P1,ZRSR2P1
UBE2Q2,UBE2Q2
DTX3L,DTX3L
RSBN1,RSBN1
UNC13D,UNC13D
TUT7,TUT7
LST1,LST1
NUDCD3,NUDCD3
PDPK1,PDPK1
S1PR1,S1PR1
SUCLA2,SUCLA2
UGCG,UGCG
SUCNR1,SUCNR1
SH3BP5L,SH3BP5L
NFATC2,NFATC2
FCMR,FCMR
SMYD2,SMYD2
TOLLIP,TOLLIP
STK17B,STK17B
ARNTL2,ARNTL2
MS4A13,MS4A13
OIT3,OIT3
HCN2,HCN2
CABIN1,CABIN1
ATP7A,ATP7A
CTSK,CTSK
BOP1,BOP1
PMM1,PMM1
ZNF500,ZNF500
KCNK7,KCNK7
SMIM3,SMIM3
GAS2L1,GAS2L1
GAB3,GAB3
TBC1D10C,TBC1D10C
B4GALNT3,B4GALNT3
UGDH-AS1,UGDH-AS1
RPL19,RPL19
CHRNA6,CHRNA6
CX3CL1,CX3CL1
DPF2,DPF2
SLC1A3,SLC1A3
BACH2,BACH2
ZMAT2,ZMAT2
TCF7L2,TCF7L2
LRRC25,LRRC25
TNFRSF6B,TNFRSF6B
OBSL1,OBSL1
SLC1A2,SLC1A2
STK38L,STK38L
RASGEF1B,RASGEF1B
AFF3,AFF3
VHLL,VHLL
PIK3C2A,PIK3C2A
CYP2C18,CYP2C18
RBFOX1,RBFOX1
TNFSF4,TNFSF4
ITGAE,ITGAE
LAMB2,LAMB2
DHRS7,DHRS7
ZFP90,ZFP90
PSMD12,PSMD12
QDPR,QDPR
SRPK1,SRPK1
IQGAP1,IQGAP1
CRTC3,CRTC3
IDH3G,IDH3G
GYPA,GYPA
SOX4,SOX4
MNT,MNT
ZNF550,ZNF550
TYROBP,TYROBP
HMG20B,HMG20B
BDH1,BDH1
GRB7,GRB7
NRBF2,NRBF2
SLC25A46,SLC25A46
MAP4,MAP4
KREMEN1,KREMEN1
SYCP1,SYCP1
RUVBL1,RUVBL1
BTBD19,BTBD19
MGMT,MGMT
GRIA4,GRIA4
NCBP2AS2,NCBP2AS2
ROGDI,ROGDI
CENPE,CENPE
GFPT2,GFPT2
HIF3A,HIF3A
GK2,GK2
NKX2-6,NKX2-6
FAM189B,FAM189B
CD8A,CD8A
ZNF320,ZNF320
DNA2,DNA2
FLT1P1,FLT1P1
QPCT,QPCT
CLK4,CLK4
CBS,CBS
KMT5C,KMT5C
WDR4,WDR4
PPP2R2A,PPP2R2A
UBASH3A,UBASH3A
NFKB1,NFKB1
KLHL7,KLHL7
VPREB1,VPREB1
MAP1A,MAP1A
CYB561D1,CYB561D1
THRA,THRA
BIRC5,BIRC5
KCNJ15,KCNJ15
VKORC1L1,VKORC1L1
ABHD2,ABHD2
BRCA1,BRCA1
IKBKG,IKBKG
MS4A15,MS4A15
NECTIN3,NECTIN3
KMT2A,KMT2A
FGF9,FGF9
LINC01578,LINC01578
SMARCC1,SMARCC1
GJC1,GJC1
PTPRF,PTPRF
LYPD3,LYPD3
SLC25A10,SLC25A10
ZNF300,ZNF300
LIAS,LIAS
RARA,RARA
WEE2,WEE2
NGRN,NGRN
CXCR2,CXCR2
RPS14,RPS14
WDR87,WDR87
GNG11,GNG11
PPP6C,PPP6C
RYK,RYK
ADAP2,ADAP2
FHL2,FHL2
NTPCR,NTPCR
ECD,ECD
CDH9,CDH9
RPF1,RPF1
DCST1,DCST1
WDTC1,WDTC1
SLC66A1L,SLC66A1L
MRGPRX2,MRGPRX2
BRAF,BRAF
CRY1,CRY1
GP6,GP6
TPM2,TPM2
SYF2,SYF2
INSRR,INSRR
KDM6A,KDM6A
COMMD7,COMMD7
ZNF253,ZNF253
MAPK4,MAPK4
TAGAP,TAGAP
LAPTM5,LAPTM5
ZNF30,ZNF30
GPX6,GPX6
RAMP1,RAMP1
F10,F10
FAM120A,FAM120A
PON3,PON3
IL6R,IL6R
TP53TG1,TP53TG1
NREP,NREP
ISOC1,ISOC1
IL10RB,IL10RB
RPL22,RPL22
SP5,SP5
POLR2D,POLR2D
EPAS1,EPAS1
KRR1,KRR1
TEF,TEF
KCNH5,KCNH5
PLEKHM2,PLEKHM2
ARGLU1,ARGLU1
CD2BP2,CD2BP2
ITGA11,ITGA11
CATSPER3,CATSPER3
SHTN1,SHTN1
GPR146,GPR146
CSNK2B,CSNK2B
ADCY3,ADCY3
MS4A4A,MS4A4A
KCNK9,KCNK9
CCL1,CCL1
SLITRK6,SLITRK6
LINC01873,LINC01873
INTS12,INTS12
RNF32,RNF32
PAH,PAH
AKR1D1,AKR1D1
VPS8,VPS8
CAT,CAT
SNHG1,SNHG1
PIGW,PIGW
GRIN2A,GRIN2A
NDUFV2,NDUFV2
LYZ,LYZ
PAK1,PAK1
GPR161,GPR161
HSP90AA1,HSP90AA1
P4HB,P4HB
CD58,CD58
ADAM8,ADAM8
C1S,C1S
GADL1,GADL1
DOCK8,DOCK8
SF1,SF1
KCNA6,KCNA6
GJB1,GJB1
TOPBP1,TOPBP1
EIF4E3,EIF4E3
PKD2L1,PKD2L1
SERPINA12,SERPINA12
COQ8B,COQ8B
CBX5,CBX5
CBX4,CBX4
SLC25A22,SLC25A22
DUSP7,DUSP7
GCSH,GCSH
HAO1,HAO1
CPNE7,CPNE7
CLEC2D,CLEC2D
FAM122A,FAM122A
CYP2C8,CYP2C8
CREB1,CREB1
FDCSP,FDCSP
GPR17,GPR17
CUL4B,CUL4B
MYLK4,MYLK4
SNHG29,SNHG29
CAMKV,CAMKV
MAS1,MAS1
LRRC37A,LRRC37A
SAMSN1,SAMSN1
ADCY5,ADCY5
PPP2R5A,PPP2R5A
BOLL,BOLL
SLC25A21,SLC25A21
KEAP1,KEAP1
KDM4A,KDM4A
TRAF4,TRAF4
SHISA5,SHISA5
GGCX,GGCX
NDUFS5,NDUFS5
ZNF22,ZNF22
IL2RB,IL2RB
PTPRCAP,PTPRCAP
LIM2,LIM2
CD180,CD180
MXRA8,MXRA8
ACTR1A,ACTR1A
DRP2,DRP2
CFD,CFD
PYGO2,PYGO2
CYP4F3,CYP4F3
SULT1A2,SULT1A2
CARMIL1,CARMIL1
NAP1L4,NAP1L4
ARL5B,ARL5B
EFHD2,EFHD2
BRINP3,BRINP3
AFP,AFP
MLLT11,MLLT11
MYBPC2,MYBPC2
VAMP7,VAMP7
AGK,AGK
SLC2A3,SLC2A3
E2F1,E2F1
HSPE1,HSPE1
SNX6,SNX6
B3GNT2,B3GNT2
CARD10,CARD10
ZNF428,ZNF428
ASS1,ASS1
FKBP4,FKBP4
ISLR2,ISLR2
CKMT2-AS1,CKMT2-AS1
NOLC1,NOLC1
SDSL,SDSL
MMAA,MMAA
XIAP,XIAP
GJC2,GJC2
AQP3,AQP3
YARS1,YARS1
PAFAH1B2,PAFAH1B2
TMA7,TMA7
CNGA3,CNGA3
ERCC6L,ERCC6L
BIRC3,BIRC3
ENDOG,ENDOG
RCHY1,RCHY1
MANBA,MANBA
ARSG,ARSG
GSDMB,GSDMB
TFRC,TFRC
CTSF,CTSF
RPL35A,RPL35A
FOXP4-AS1,FOXP4-AS1
CLP1,CLP1
BST1,BST1
CSNK1A1,CSNK1A1
EPHB3,EPHB3
MAP3K5,MAP3K5
CYP4V2,CYP4V2
NAB2,NAB2
TPH1,TPH1
ARHGAP24,ARHGAP24
PFKL,PFKL
SLC30A4,SLC30A4
DNAJC2,DNAJC2
IGF1,IGF1
PGM3,PGM3
GNB2,GNB2
LRP4-AS1,LRP4-AS1
HRH4,HRH4
MARS2,MARS2
FAM89B,FAM89B
NEDD8,NEDD8
